projectID,key,creationDate,resolutionDate,updateDate,dueDate,resolution,type,priority,fixVersions,versions,timeSpent,aggregatedTimeSpent,timeEstimate,timeOriginalEstimate,aggregateTimeEstimate,progressPercent,componentName,componentDescription,description,summary,watchCount,votes,labels,creatorName,creatorActive,assignee,reporter
commons-io,IO-327,2012-04-18T12:50:04.000+0000,2012-04-18T13:06:34.000+0000,2016-11-08T17:57:26.000+0000,,Fixed,New Feature,Major,['2.4'],,,,,,,,['Utilities'],[''],"Add byteCountToDisplaySize(BigInteger), just like Add byteCountToDisplaySize(long), in fact the long version can call the BI version to avoid duplication.",Add byteCountToDisplaySize(BigInteger),,,,ggregory,True,,ggregory
commons-io,IO-326,2012-04-16T19:39:05.000+0000,2012-06-11T01:12:46.000+0000,2016-11-08T17:57:24.000+0000,,Fixed,New Feature,Major,['2.4'],['2.3'],,,,,,,['Utilities'],[''],"FileUtils.sizeOfDirectory will return a negative number when the size count goes past Long.MAX_VALUE.

Counting with a BigInteger will solve this issue. Options:

- Change the signature of FileUtils.sizeOfDirectory() to return a BigInteger. This will obviously break BC.
- Create a new API to return a BigInteger. What would this new API be called?
-- sizeOfDirectoryAsBigInteger
-- bigIntegerSizeOfDirectory
-- largeSizeOfDirectory
-- ...?",Add new FileUtils.sizeOf[Directory] APIs to return BigInteger,2,,,ggregory,True,,ggregory
commons-io,IO-325,2012-04-16T14:10:18.000+0000,2012-04-16T14:55:18.000+0000,2016-11-08T17:57:22.000+0000,,Fixed,New Feature,Major,['2.4'],,,,,,,,['Utilities'],[''],"Add IOUtils.toByteArray methods to work with URL and URI:
- IOUtils.toByteArray(URI)
- IOUtils.toByteArray(URL)
- IOUtils.toByteArray(URLConnection)
- IOUtils.close(URLConnection)",Add IOUtils.toByteArray methods to work with URL and URI,,,,ggregory,True,,ggregory
commons-io,IO-324,2012-04-16T13:27:39.000+0000,2012-04-16T13:29:03.000+0000,2016-11-08T17:57:23.000+0000,,Fixed,New Feature,Major,['2.4'],,,,,,,,['Utilities'],[''],"Add Charset sister APIs to method that take a String charset name. This is like [IO-318] for 2.3. At least one API was missed:
- org.apache.commons.io.FileUtils.writeStringToFile(File, String, Charset)",Add missing Charset sister APIs to method that take a String charset name.,,,,ggregory,True,,ggregory
commons-io,IO-322,2012-04-10T14:40:15.000+0000,2012-04-10T14:40:26.000+0000,2016-11-08T18:00:55.000+0000,,Fixed,New Feature,Major,['2.3'],,,,,,,,['Utilities'],[''],"Add and use class Charsets, a class that defines constants the required JRE Charsets. Also includes a few util methods.",Add and use class Charsets,,,,ggregory,True,,ggregory
commons-io,IO-318,2012-03-30T12:58:40.000+0000,2012-03-30T15:22:59.000+0000,2016-11-08T18:00:56.000+0000,,Fixed,New Feature,Major,['2.3'],,,,,,,,,,"Add Charset sister APIs to method that take a String charset name (aka encoding). 
For example: foo(..., String charsetName) -> foo(..., Charset charset).
Refactor such that we do not have code duplication of the algorithms.

Known issue: Source compatibility.

Now there are APIs that change only with the last type, String vs. Charset, you will get a compile error if you pass null to the old String API because the target method will be ambiguous: do you want to call the String or Charset version? You must type-cast to one type or the other.

Known issue: checked java.io.UnsupportedEncodingException vs. unchecked java.nio.charset.UnsupportedCharsetException

The JRE API Charset.forName throws the unchecked UnsupportedCharsetException. 
The Commons IO 2.2 String APIs throw the checked UnsupportedEncodingException, a subclass of IOException, when a charset is not available.
The refactored String APIs throw UnsupportedCharsetException from Charset.forName, an unchecked IllegalArgumentException. The String APIs throw IOException, so there is no source compatibility issue.

If you somehow relied on catching the checked UnsupportedEncodingException instead of IOException, its superclass, you should catch the unchecked java.nio.charset.UnsupportedCharsetException to act on the fact that the charset is not available.
",Add Charset sister APIs to method that take a String charset name.,,,,ggregory,True,,ggregory
commons-io,IO-316,2012-03-26T11:57:50.000+0000,,2013-11-30T05:45:22.000+0000,,,New Feature,Minor,,['2.1'],,,,,,,['Streams/Writers'],[''],"Add the new file based I/O class {{BackupFileWriter}} with the following properties:

- Saves the file to a temporary name
- Creates backup of existing file on {{close()}}
- Renames temp file to desired name on {{close()}}

The backup strategy (number of backups, backup file name) should be pluggable.

There should also be a hook to compare the temporary and the existing file and do the rename only when they are different. The default hook should always replace the file.

It should also be possible to override the temporary file name (including the path, so the temp file can be in the same directory or a different one or even on a different disk).",New API: BackupFileWriter,,1,,digulla,True,,digulla
commons-io,IO-315,2012-03-26T09:34:06.000+0000,2013-04-17T14:19:59.000+0000,2016-11-08T18:00:56.000+0000,,Fixed,New Feature,Major,['2.3'],['2.1'],,,,,,,['Streams/Writers'],[''],"Please create an interface ""Encoding"" plus a set of useful defaults (UTF_8, ISO_LATIN_1, CP_1250 and CP_1252).

Use this interface in all places where ""String encoding"" is used now. This would make the API more reliable, improve code reuse and reduce futile catch blocks for {{UnsupportedEncodingException}}.","Replace all ""String encoding"" parameters with a value type",,,,digulla,True,,digulla
commons-io,IO-313,2012-03-23T03:38:08.000+0000,2012-03-23T03:38:33.000+0000,2012-03-29T21:26:58.000+0000,,Fixed,New Feature,Major,['2.2'],,,,,,,,,,Add IOUTils.toBufferedReader(Reader) to return a new BufferedReader unless the given Reader is already a BufferedReader.,Add IOUTils.toBufferedReader(Reader),,,,ggregory,True,ggregory,ggregory
commons-io,IO-310,2012-03-20T01:46:32.000+0000,2012-06-07T12:08:44.000+0000,2016-11-08T18:01:34.000+0000,,Fixed,New Feature,Major,['2.2'],,,,,,,,,,"Add ByteOrderMark constants for UTF-32.

This is useful for XML processing. See http://www.w3.org/TR/2006/REC-xml-20060816/#sec-guessing",Add ByteOrderMark constants for UTF-32,1,,,ggregory,True,,ggregory
commons-io,IO-309,2012-03-17T12:17:33.000+0000,,2012-03-17T12:18:21.000+0000,,,New Feature,Minor,,,,,,,,,,,"The CSV project developed a UnicodeUnescapeReader, but it is no longer needed there.

Perhaps it would be useful in IO?",UnicodeUnescapeReader?,,,,sebb,True,,sebb
commons-io,IO-308,2012-03-16T10:41:54.000+0000,2012-03-22T21:49:55.000+0000,2012-03-29T21:27:12.000+0000,,Fixed,New Feature,Minor,['2.2'],,,,,,,,,,"Unlike the skip buffer, the copyLarge buffers cannot be shared between threads.
The methods allocate their own buffers as local variables (current size 4096)

It might be worth allowing applications to provide their own buffers, and/or specifying the buffer size to be used.
",Allow applications to provide buffer (or size) for copyLarge methods?,,,,sebb,True,,sebb
commons-io,IO-305,2012-03-07T10:14:24.000+0000,2012-03-17T01:22:58.000+0000,2012-03-29T21:27:59.000+0000,,Fixed,New Feature,Minor,['2.2'],,,,,,,,['Utilities'],[''],"    /**
     * Copy from input to output stream
     * @param is : input stream
     * @param os : output stream
     * @param offset : number of bytes to skip from input before copying
     *         -ve values are ignored
     * @param len : number of bytes to copy. -1 means all
     * @param bufferSize : buffer size to use for copying
     * @throws IOException
     */
    public static void copy( InputStream is, OutputStream os, int offset, int len, int bufferSize) throws IOException
       ","New copy() method in IOUtils that takes additional offset, length and buffersize arguments",,,,mmokashi,True,,mmokashi
commons-io,IO-294,2011-12-12T19:03:40.000+0000,,2015-06-17T08:41:03.000+0000,,,New Feature,Major,,['2.1'],,,,,,,['Utilities'],[''],"I have written a little Utility method that might benefit Commons IO:

{code}
public class FileUtils {

    /**
     * Returns a human-readable version of the file size (original is in bytes). The implementation has the following features:
     * <ul>
     * <li>Supports the SI or IEC units.</li>
     * <li>Supports I18n</li>
     * <li>Display a one digit remainder (rounded down if less than 5, rounded up otherwise)</li>
     * <li>Once the main unit is >= 100, drops the remainder which would be over precision.</li>
     * </ul>
     * 
     * @param size The number of bytes.
     * @param useSiUnits if false, uses the IEC (International Electrotechnical Commission) units (powers of 2), else uses SI (International System of Units)
     *            units (powers of 10).
     * @return A human-readable display value (includes units).
     */
    public static String byteCountToDisplaySize(long size, boolean useSiUnits) {
{code}","Adding FileUtils.byteCountToDisplaySize(long size, boolean useSiUnits)",4,,,jnrouvignac,True,,jnrouvignac
commons-io,IO-291,2011-11-05T12:39:56.000+0000,2012-03-29T21:32:42.000+0000,2012-06-12T12:39:50.000+0000,,Fixed,New Feature,Major,['2.2'],['2.1'],,,,,,,['Utilities'],[''],I added a function that determines whether the specified leaf is contains by the specified composite.,Add new function FileUtils.directoryContains,,,['patch'],plcstpierre,True,ggregory,plcstpierre
commons-io,IO-290,2011-10-25T17:13:28.000+0000,2011-11-16T02:48:11.000+0000,2012-03-29T21:32:07.000+0000,,Fixed,New Feature,Major,['2.2'],,,,,,,,,,"When reading from network etc, it's possible for a read to return before it has read as many bytes as would fit in the buffer.
Sometimes multiple reads are needed to fulfil the request.

It would be useful to have read() versions of the skip() methods.

{code}
int actual = read(Reader, byte buffer [,offset, length]) // returns normally on EOF
int actual = read(InputStream, char buffer [,offset, length])

int actual = readFully(Reader, byte buffer [,offset, length]) // throws EOFException
int actual = readFully(InputStream, char buffer [,offset, length])
{code}",Add read/readFully methods to IOUtils,,,,sebb,True,,sebb
commons-io,IO-288,2011-10-18T20:41:31.000+0000,2011-11-16T01:33:56.000+0000,2012-03-29T21:32:23.000+0000,,Fixed,New Feature,Major,['2.2'],,,,,,,,['Utilities'],[''],"I needed to analyse a log file today and I was looking for a ReversedLinesFileReader: A class that behaves exactly like BufferedReader except that it goes from bottom to top when readLine() is called. I didn't find it in IOUtils and the internet didn't help a lot either, e.g. http://www.java2s.com/Tutorial/Java/0180__File/ReversingaFile.htm is a fairly inefficient - the log files I'm analysing are huge and it is not a good idea to load the whole content in the memory. 

So I ended up writing an implementation myself using little memory and the class RandomAccessFile - see attached file. It's used as follows:

int blockSize = 4096; // only that much memory is needed, no matter how big the file is
ReversedLinesFileReader reversedLinesFileReader = new ReversedLinesFileReader (myFile, blockSize, ""UTF-8""); // encoding is supported
String line = null;
while((line=reversedLinesFileReader.readLine())!=null) {
  ... // use the line
  if(enoughLinesSeen) {
     break;  
  }

}
reversedLinesFileReader.close();

I believe this could be useful for other people as well!
",Supply a ReversedLinesFileReader ,,,,henzlerg,True,,henzlerg
commons-io,IO-286,2011-09-27T16:00:21.000+0000,,2012-03-26T18:45:25.000+0000,,,New Feature,Minor,,,,,86400,86400,86400,,['Streams/Writers'],[''],"In CASSANDRA-2820 I reintoduced the FastByteArrayInputStream and FastByteArrayOutputStream to cassandra. These steams are un-synchronized versions of the Apache Harmony ByteArrayInputStream and ByteArrayOutputStream respectively.

During my own testing of the streams I found a big difference in the performance of the standard JDK BA*S steams and the FBA*S streams on most JREs. Then cassandra load testing also showed an up to 10% improvement in cassandra performance using these streams.

Then Thrift has TByteArrayOutputStream which contains a way to get the underlying byte[] buffer without a deep copy that would probably be a good further enhancement.

Patch to follow.",FastByteArray*Stream implementations to replace syncronized JDK ByteArray*Stream,3,3,"['streams', 'synchronized']",keteracel,True,,keteracel
commons-io,IO-284,2011-09-07T15:48:03.000+0000,2011-09-07T15:48:16.000+0000,2011-10-10T15:47:11.000+0000,,Fixed,New Feature,Major,['2.1'],['2.0.1'],,,,,,,['Utilities'],[''],"Add IOUtils API toString for URL and URI to get contents:
- org.apache.commons.io.IOUtils.toString(URI)
- org.apache.commons.io.IOUtils.toString(URI, String)
- org.apache.commons.io.IOUtils.toString(URL)
- org.apache.commons.io.IOUtils.toString(URL, String)

(This is already in SVN, I am adding this ticket to track this in the release notes.)",Add IOUtils API toString for URL and URI to get contents,,,,ggregory,True,,ggregory
commons-io,IO-282,2011-08-30T17:15:16.000+0000,2011-08-30T17:22:56.000+0000,2011-10-10T15:47:20.000+0000,,Fixed,New Feature,Major,['2.1'],['2.0.1'],,,,,,,['Utilities'],[''],"Add API FileUtils.copyFile(File input, OutputStream output)","Add API FileUtils.copyFile(File input, OutputStream output)",,,,ggregory,True,ggregory,ggregory
commons-io,IO-275,2011-06-17T17:58:09.000+0000,2011-11-11T02:15:43.000+0000,2012-03-29T21:32:58.000+0000,,Fixed,New Feature,Major,['2.2'],,,,,,,,['Utilities'],[''],"FileUtils has a nice member function to compare two files.  It would be nice if the client had the option to ignore line endings.  This way files (specifically text files) generated on different platforms (eg windows, unix) would match. ","org.apache.commons.io.FileUtils.contentEquals - Add option to ignore ""line endings""",,,,cjaspromgos,True,,cjaspromgos
commons-io,IO-267,2011-04-01T13:55:49.000+0000,2011-04-01T14:17:04.000+0000,2011-11-10T18:09:35.000+0000,,Won't Fix,New Feature,Major,,,,,,,,,,,It would be useful to be able to use methods such as FileUtils.iterateFiles() in a foreach loop.,Implement Iterable versions of methods that currently provide an Iterator,,,,sebb,True,,sebb
commons-io,IO-256,2010-12-15T08:20:45.000+0000,2010-12-23T00:19:23.000+0000,2011-11-10T18:09:36.000+0000,,Fixed,New Feature,Minor,['2.0.1'],['2.0'],,,,,,,,,There is no easy way how to specify FileAlternationMonitor's monitoring thread name (and other thread parameters). ,Provide thread factory for FileAlternationMonitor,,,,martin.beranek,True,niallp,martin.beranek
commons-io,IO-255,2010-10-31T13:53:59.000+0000,,2012-03-26T11:21:39.000+0000,,,New Feature,Minor,,['2.0'],,,,,,,,,It may be usefule to *capture* the state of a Filesystem and serialize it. I've been playing with a handler that can serialize/de-serialize a FileEntry and its children to/from XML.,XML handler to serialize/de-serialize FileEntry instances to/from XML,,,,niallp,True,niallp,niallp
commons-io,IO-250,2010-09-30T08:35:32.000+0000,,2011-04-11T11:09:53.000+0000,,,New Feature,Minor,['3.x'],,,,10800,10800,10800,,,,"Please consider adding the following method to org.apache.commons.io.FileUtils. I've submitted the method, with test cases below (rather than create a patch file). As a single method, it should prove very simple to integrate. 

The method returns the path to a file, from another file, as described in the Javadoc method header below: 

{code}

    /**
     * Returns the path of a aFile relative to another aFile, for example the location of a file: 
     * <code>resources/language/english/foobar.properties</code> relative to
     * <code>resources/language/japanese/foobar.properties</code> is
     * <code>../../english/foobar.properties</code>
     *
     * @param aFile           the aFile to check relative location
     * @param fromAnotherFile the base location
     * @return the relative location path
     * @throws java.io.IOException on IO error
     */
    public static String pathTo(File aFile, File fromAnotherFile) throws IOException {
        LOGGER.debug(""Find path to file: "" + aFile.toString() + "" from file: "" + fromAnotherFile.toString());
        Stack<File> fileToDirectories = directoriesFor(aFile);
        Stack<File> fileFromDirectories = directoriesFor(fromAnotherFile);

        while (fileToDirectories.peek().equals(fileFromDirectories.peek())) {
            fileToDirectories.pop();
            fileFromDirectories.pop();
            if (fileToDirectories.isEmpty() || fileFromDirectories.isEmpty()) {
                break;
            }
        }

        StringBuilder pathToCommonParentDirectory = new StringBuilder();
        while (!fileFromDirectories.isEmpty()) {
            pathToCommonParentDirectory.append(""../"");
            fileFromDirectories.pop();
        }

        StringBuilder pathToFileFromCommonParentDirectory = new StringBuilder();
        while (!fileToDirectories.isEmpty()) {
            pathToFileFromCommonParentDirectory.append(fileToDirectories.pop().getName());
            if (!fileToDirectories.isEmpty()) {
                pathToFileFromCommonParentDirectory.append(""/"");
            }
        }
        return pathToCommonParentDirectory.toString() + pathToFileFromCommonParentDirectory.toString();
    }

    private static Stack<File> directoriesFor(File file) throws IOException {
        Stack<File> pathElements = new Stack<File>();
        for (File element = file.getCanonicalFile(); element != null; element = element.getParentFile()) {
            pathElements.push(element);
        }
        return pathElements;
    }
{code}

. . . this is useful for batch processing, web applications, etc. 

Test Cases: 

{code}
     @Test
    public void pathTo() throws IOException {
        //Setup
        File file1 = new File(""configs/js/en/a.xml"");
        File file2 = new File(""configs/js/ja/a.xml"");
        Assert.assertNotNull(file1);
        Assert.assertNotNull(file2);

        //Test
        Assert.assertEquals(""../../en/a.xml"", FileUtils.pathTo(file1, file2));
    }

    @Test
    public void pathTo_windowsStyleOnUnixMachine() throws IOException {
        File file1 = new File(""c:/fred/foobar/dude.properties"");
        File file2 = new File(""c:/data/zz.txt"");

        Assert.assertEquals(""../../fred/foobar/dude.properties"", FileUtils.pathTo(file1, file2));
        Assert.assertEquals(""../../../data/zz.txt"", FileUtils.pathTo(file2, file1));
    }

    @Test
    public void pathTo_fromParentDirectory() throws IOException {
        File file1 = new File(""ui-performance-enhancer/out/test/ui-performance-enhancer/configs/css/imported.xml"");
        File file2 = new File(""ui-performance-enhancer/out/test/ui-performance-enhancer/configs/css"");
        Assert.assertEquals(""imported.xml"", FileUtils.pathTo(file1, file2));

    }
{code}","Add FileUtils.pathTo(File aFile, File fromAnotherFile)",,1,,jasperblues,True,,jasperblues
commons-io,IO-244,2010-04-21T14:34:36.000+0000,2010-09-08T17:19:27.000+0000,2011-11-10T18:09:36.000+0000,,Won't Fix,New Feature,Minor,,['1.4'],,,,,,,['Utilities'],[''],"That probably would be useful to have a method like this:
String FilenameUtils.getSystemAccaptableFileName(String name, String substitute)
",Add method to convert string to a form accaptable by system as a filename,,,,sans17,True,,sans17
commons-io,IO-242,2010-03-19T14:23:40.000+0000,2010-04-14T14:15:25.000+0000,2010-07-21T17:00:52.000+0000,,Fixed,New Feature,Minor,['2.0'],,,,,,,,['Streams/Writers'],[''],"In IO-211 we added protected before/after methods for all read and write operations in ProxyInputStream and ProxyOutputStream. I now have a use case where I need similar functionality also for a Writer, so I've implemented the same feature also for ProxyReader and ProxyWriter. I'll attach the patch for review before committing it.",Pre- and post-processing support for ProxyReader/Writer,,,,jukkaz,True,jukkaz,jukkaz
commons-io,IO-222,2009-10-30T01:33:54.000+0000,,2010-09-29T01:44:46.000+0000,,,New Feature,Minor,['3.x'],,,,28800,28800,28800,,['Utilities'],[''],"This is a proposal to add a feature to new releases of Commons IO.

The new functionality is a class that copies files, called FileCopier and some helper classes. This class goes beyond the functionality of the static methods included in the FileUtils class. It has the following functionality:

It uses an extension to an abstract class, FileCopyHelper. FileCopyHelper provides callback methods to FileCopier's copy methods. Extensions to FileCopyHelper provide methods to define behavior for handling destination files that exist, handling exceptions, reporting the status of copy operations, and enables clients to cancel copies after they have begun.
There are several extensions to FileCopyHelper that I have created. FileCopyHelper and all of its extensions are included in a new package, org.apache.commons.io.filecopyhelper to avoid cluttering up org.apache.commons.io. FileCopier uses a default FileCopyHelper extension, SafeFileCopyHelper. This extension skips all destination files that already exist. OverwriteFileCopyHelper overwrites all files that exist. RenameAppendFileCopyHelper appends text to the names of all files that exist. RenameAppendTimestampFileCopyHelper appends the existing file's last modified date to its name. There are a few other FileCopyHelper extensions included, also. All of the FileCopyHelper extensions that I created print the status of copy operations and report exceptions to standard out. Any behavior of the included FileCopyHelper extensions that are not wanted can be avoided by extending FileCopyHelper with custom implementations.

FileCopyHelper also allows clients to send a cancel request to FileCopier to cancel subsequent copy operations. FIleCopier will throw a runtime exception, FileCopyCancelException, when it receives a request to cancel copy operations.

When copying directories, FileCopier gives clients the ability to ""flatten"" directories if they so choose. They can flatten by directory level or by name, using an IOFileFilter. Flattening means the directory itself is not copied; only its contents are copied. It likewise gives clients the ability to ""merge"" directories that exist. They can merge directories by level or by name, using an IOFileFilter. Merge is applicable when FileCopier is using a FileCopyHelper object that renames destination files that already exist. If a directory is to be merged, it means that the directory is not renamed. The contents of the source directory are merged with the contents of the already existing destination directory. Destination directories that are not to be merged are renamed. FileCopier's default behavior is to not merge or flatten any directories.

FileCopier is immutable and uses an inner Builder class to create instances of it.

I made a small change to FileUtils.java. I changed the access for doCopyFile() from private to protected so that FileCopier could make use of its functionality. 

Included is a FileCopierTestCase class and all of its tests pass.

I've attached a gzipped tar file of Commons IO with the changes I made. If you generate javadocs, it should create them for the classes I introduced. Hopefully, they will answer any questions about the functionality that I did not address here.

Also attached is a diff file of the project's source code after I svn added my source code.

The estimate I put for this effort is 8 hours, just for the time that would be spent deciding whether or not to implement the new feature and possibly any changes that should be made to it.

Please let me know what you think of the new functionality and any suggestions for improvement that you have. If there is anything that I added that you would like me to implement differently, please let me know. I hope that you will agree that FileCopier will provide added value to the Commons IO suite of services.

Best Regards,
David Armstrong ",New Functionality: FileCopier object to facilitate copying of files and directories with ability to customize treatment of existing destination files and report copy status,1,1,,davidarmstrong,True,,davidarmstrong
commons-io,IO-221,2009-10-28T08:19:51.000+0000,2010-08-05T00:13:49.000+0000,2011-11-10T18:09:34.000+0000,,Fixed,New Feature,Minor,['2.0'],['1.4'],,,,,,,['Filters'],[''],"The FileFilterUtils class provides many factory methods, but holds back a few needed ones

like FileFilterUtils.suffixFileFilter(String str) (same regarding the PrefixFileFilter)

the SuffixFileFilter has another constructor the provides the case - sensibility 
for the file filter, a much needed one for windows and linux systems.

usage ex : 
FileFilterUtils.SuffixFileFilter(String suffix, IOCase caseSensitivity);


",Addition of new methods to FileFilterUtils,,,,eldadno1,True,niallp,eldadno1
commons-io,IO-211,2009-08-16T00:12:07.000+0000,2009-08-17T21:40:00.000+0000,2010-07-21T17:00:48.000+0000,,Fixed,New Feature,Minor,['2.0'],,,,,,,,['Streams/Writers'],[''],"In many cases a stream decorator needs to add custom pre- or post-processing functionality to all the read and write methods in decorated input and output streams. For example the CountingInputStream needs to override all three read() methods with similar code.

It would be nice if the proxy stream classes provided simple hooks for adding such functionality.",Pre- and post-processing support for proxied streams,,,,jukkaz,True,jukkaz,jukkaz
commons-io,IO-210,2009-08-07T02:42:00.000+0000,2010-03-06T01:27:01.000+0000,2010-07-21T17:00:47.000+0000,,Fixed,New Feature,Minor,['2.0'],['2.0'],,,14400,14400,14400,,['Filters'],[''],"Add a MagicNumberFileFilter implementation of IOFileFilter that is capable of accepting files based on a ""magic number"", which is a set of specific bytes in the file. The filter should be configurable as to use magic numbers supplied as both Strings and byte arrays, and to accept an offset within the file at which to look for the magic number.",Create MagicNumberFileFilter,1,,,mwooten.dev,True,,mwooten.dev
commons-io,IO-203,2009-04-27T11:51:15.000+0000,2010-03-08T20:20:55.000+0000,2010-07-21T17:00:41.000+0000,,Fixed,New Feature,Major,['2.0'],,,,,,,,['Utilities'],[''],"The skip() method is not guaranteed to skip the requested number of bytes, even if there is more data available. This is particularly true of Buffered input streams.

It would be useful to have a skip() method that keeps skipping until the required number of bytes have been read, or EOF was reached, in which case it should throw an Exception.

[I'll add a patch later.]",Add skipFully() method for InputStreams,1,,,sebb,True,,sebb
